date,spy,qqq,dbc,agg,gld,cash
2007-10-10,0.54524857,0.09094205,0.090942055,0.09094205,0.09094205,0.09098325
2007-10-11,0.091115706,0.091122985,0.091135666,0.091434546,0.091109864,0.5440812
2007-10-12,0.100003295,0.100003295,0.49997413,0.100003295,0.100003295,0.10001269
2007-10-15,0.09139087,0.09138855,0.0913898,0.09138852,0.5424658,0.091976404
2007-10-16,0.10028132,0.10026895,0.10025405,0.10026553,0.100239865,0.49869022
2007-10-17,0.10028049,0.10026681,0.10025323,0.10026471,0.10023904,0.49869567
2007-10-18,0.11135154,0.11133305,0.11134,0.111383066,0.11131509,0.44327724
2007-10-19,0.091115706,0.091122985,0.091135666,0.091434546,0.091109864,0.5440812
2007-10-22,0.54395175,0.091149345,0.09114942,0.091149345,0.091149345,0.09145081
2007-10-23,0.54476106,0.09102001,0.09102005,0.09102001,0.09102001,0.09115884
2007-10-24,0.091115706,0.091122985,0.091135666,0.091434546,0.091109864,0.5440812
2007-10-25,0.091115706,0.091122985,0.091135666,0.091434546,0.091109864,0.5440812
2007-10-26,0.091115706,0.091122985,0.091135666,0.091434546,0.091109864,0.5440812
2007-10-29,0.10004876,0.100048766,0.49961668,0.10004876,0.10004876,0.10018822
2007-10-30,0.11134287,0.111358315,0.111344784,0.11138785,0.111319855,0.44324628
2007-10-31,0.5388525,0.09196106,0.091961324,0.09196105,0.09196107,0.09330292
2007-11-01,0.091115706,0.091122985,0.091135666,0.091434546,0.091109864,0.5440812
2007-11-02,0.53960925,0.09184095,0.091841176,0.09184094,0.09184096,0.09302671
2007-11-05,0.091115706,0.091122985,0.091135666,0.091434546,0.091109864,0.5440812
2007-11-06,0.09099249,0.090992086,0.09099231,0.090992086,0.54493797,0.09109307
2007-11-07,0.54334223,0.09124666,0.091246754,0.09124666,0.09124667,0.09167107
2007-11-08,0.111401856,0.11165912,0.111395866,0.1114468,0.11137886,0.44271752
2007-11-09,0.091115706,0.091122985,0.091135666,0.091434546,0.091109864,0.5440812
2007-11-12,0.09121602,0.09121454,0.09121533,0.09121452,0.5435518,0.091587745
2007-11-13,0.09203883,0.09203334,0.09203628,0.09203326,0.53842866,0.09342961
2007-11-14,0.54429805,0.09109403,0.09109407,0.09109403,0.09109403,0.091325834
2007-11-15,0.11145175,0.11188929,0.11145648,0.11147039,0.11142876,0.44230336
2007-11-16,0.11140509,0.11167448,0.1113991,0.111450024,0.111382104,0.44268915
2007-11-19,0.10000324,0.10000324,0.4999746,0.10000324,0.10000324,0.10001248
2007-11-20,0.0909931,0.09099269,0.090992905,0.09099269,0.5449342,0.09109438
2007-11-21,0.11135079,0.11133131,0.11133924,0.11138228,0.11131432,0.44328204
2007-11-23,0.10001343,0.10001343,0.49989447,0.10001343,0.10001343,0.10005183
2007-11-26,0.09119195,0.091190584,0.091191314,0.09119057,0.5437013,0.09153434
