date,spy,qqq,dbc,agg,gld,cash
2007-10-10,0.3749964,0.1250003,0.1250003,0.12500171,0.1250003,0.125001
2007-10-11,0.16666482,0.16666482,0.16666482,0.16667305,0.16666482,0.16666763
2007-10-12,0.11111111,0.44444445,0.11111111,0.11111111,0.11111111,0.11111111
2007-10-15,0.0909182,0.0909182,0.0909182,0.09092764,0.5453963,0.09092141
2007-10-16,0.09090918,0.09090918,0.09090918,0.09090928,0.54545397,0.09090923
2007-10-17,0.090909086,0.090909086,0.090909086,0.090909086,0.54545456,0.090909086
2007-10-18,0.15727551,0.15727882,0.15727651,0.15727551,0.15727551,0.21361808
2007-10-19,0.37499955,0.12500003,0.12500003,0.1250002,0.12500003,0.1250001
2007-10-22,0.3749973,0.12500024,0.12500024,0.1250013,0.12500024,0.12500076
2007-10-23,0.37499934,0.12500006,0.12500006,0.12500031,0.12500006,0.12500018
2007-10-24,0.090909086,0.090909086,0.090909086,0.090909086,0.54545456,0.090909086
2007-10-25,0.09090909,0.09090909,0.09090909,0.090909116,0.54545444,0.09090909
2007-10-26,0.37499988,0.12500001,0.12500001,0.12500004,0.12500001,0.12500001
2007-10-29,0.11111111,0.44444445,0.11111111,0.11111111,0.11111111,0.11111111
2007-10-30,0.15727551,0.15727882,0.15727651,0.15727551,0.15727551,0.21361808
2007-10-31,0.16665053,0.16665053,0.16665053,0.1667227,0.16665053,0.16667514
2007-11-01,0.11111123,0.44444355,0.11111123,0.111111455,0.11111123,0.11111131
2007-11-02,0.16664931,0.16664931,0.16664931,0.16672696,0.16664931,0.16667578
2007-11-05,0.37498888,0.12500094,0.12500094,0.12500525,0.12500094,0.12500308
2007-11-06,0.15727551,0.15727882,0.15727651,0.15727551,0.15727551,0.21361808
2007-11-07,0.15727551,0.15727882,0.15727651,0.15727551,0.15727551,0.21361808
2007-11-08,0.0910817,0.0910817,0.0910817,0.09126101,0.54435116,0.09114276
2007-11-09,0.090963766,0.090963766,0.090963766,0.091020435,0.54510516,0.09098308
2007-11-12,0.090920314,0.090920314,0.090920314,0.090931945,0.5453828,0.09092428
2007-11-13,0.09091237,0.09091237,0.09091237,0.09091576,0.54543364,0.09091353
2007-11-14,0.09094495,0.09094495,0.09094495,0.09098212,0.5452253,0.09095762
2007-11-15,0.16666666,0.16666666,0.16666666,0.16666669,0.16666666,0.16666669
2007-11-16,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667
2007-11-19,0.15727551,0.15727882,0.15727651,0.15727551,0.15727551,0.21361808
2007-11-20,0.37500003,0.125,0.125,0.125,0.125,0.125
2007-11-21,0.15727551,0.15727882,0.15727651,0.15727551,0.15727551,0.21361808
2007-11-23,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667,0.16666667
2007-11-26,0.090909116,0.090909116,0.090909116,0.09090913,0.54545444,0.09090913
2007-11-27,0.16666666,0.16666666,0.16666666,0.16666669,0.16666666,0.16666667
2007-11-28,0.37500003,0.125,0.125,0.125,0.125,0.125
2007-11-29,0.11111111,0.44444445,0.11111111,0.11111111,0.11111111,0.11111111
2007-11-30,0.15727551,0.15727882,0.15727651,0.15727551,0.15727551,0.21361808
2007-12-03,0.111111164,0.44444403,0.111111164,0.11111127,0.111111164,0.1111112
2007-12-04,0.16654372,0.16654372,0.16654372,0.16709405,0.16654372,0.16673106
2007-12-05,0.15727551,0.15727882,0.15727651,0.15727551,0.15727551,0.21361808
2007-12-06,0.37499896,0.12500009,0.12500009,0.12500049,0.12500009,0.1250003
2007-12-07,0.09099485,0.09099485,0.09099485,0.091083795,0.5449065,0.09102516
2007-12-10,0.111111164,0.44444412,0.111111164,0.11111124,0.111111164,0.11111119
2007-12-11,0.37500003,0.125,0.125,0.125,0.125,0.125
2007-12-12,0.09090913,0.09090913,0.09090913,0.09090918,0.5454542,0.09090915
2007-12-13,0.15727551,0.15727882,0.15727651,0.15727551,0.15727551,0.21361808
2007-12-14,0.11111111,0.44444445,0.11111111,0.11111111,0.11111111,0.11111111
2007-12-17,0.37500003,0.125,0.125,0.125,0.125,0.125
2007-12-18,0.15727551,0.15727882,0.15727651,0.15727551,0.15727551,0.21361808
2007-12-19,0.37500003,0.125,0.125,0.125,0.125,0.125
2007-12-20,0.15727551,0.15727882,0.15727651,0.15727551,0.15727551,0.21361808
2007-12-21,0.090909086,0.090909086,0.090909086,0.090909086,0.54545456,0.090909086
2007-12-24,0.37499988,0.12500001,0.12500001,0.12500004,0.12500001,0.12500001
2007-12-26,0.16666661,0.16666661,0.16666661,0.16666688,0.16666661,0.1666667
2007-12-27,0.15727551,0.15727882,0.15727651,0.15727551,0.15727551,0.21361808
2007-12-28,0.09090909,0.09090909,0.09090909,0.090909116,0.54545444,0.09090909
2007-12-31,0.11111111,0.44444445,0.11111111,0.11111111,0.11111111,0.11111111
2008-01-02,0.09091024,0.09091024,0.09091024,0.09091145,0.5454472,0.09091066
2008-01-03,0.11111111,0.44444445,0.11111111,0.11111111,0.11111111,0.11111111
2008-01-04,0.11111111,0.44444445,0.11111111,0.11111111,0.11111111,0.11111111
2008-01-07,0.16664946,0.16664946,0.16664946,0.16672646,0.16664946,0.1666757
2008-01-08,0.16665314,0.16665314,0.16665314,0.16671363,0.16665314,0.16667375
2008-01-09,0.15727551,0.15727882,0.15727651,0.15727551,0.15727551,0.21361808
2008-01-10,0.16666341,0.16666341,0.16666341,0.16667801,0.16666341,0.16666839
2008-01-11,0.11111111,0.44444445,0.11111111,0.11111111,0.11111111,0.11111111
2008-01-14,0.11111111,0.44444445,0.11111111,0.11111111,0.11111111,0.11111111
2008-01-15,0.15727551,0.15727882,0.15727651,0.15727551,0.15727551,0.21361808
2008-01-16,0.16666663,0.16666663,0.16666663,0.16666682,0.16666663,0.1666667
2008-01-17,0.16666664,0.16666664,0.16666664,0.16666672,0.16666664,0.16666667
2008-01-18,0.11111111,0.44444445,0.11111111,0.11111111,0.11111111,0.11111111
2008-01-22,0.09090909,0.09090909,0.09090909,0.090909116,0.54545444,0.09090909
2008-01-23,0.16666667,0.16666667,0.16666667,0.16666669,0.16666667,0.16666667
2008-01-24,0.11111111,0.44444445,0.11111111,0.11111111,0.11111111,0.11111111
2008-01-25,0.15727551,0.15727882,0.15727651,0.15727551,0.15727551,0.21361808
2008-01-28,0.15727551,0.15727882,0.15727651,0.15727551,0.15727551,0.21361808
2008-01-29,0.11111111,0.44444445,0.11111111,0.11111111,0.11111111,0.11111111
2008-01-30,0.11111111,0.4444444,0.11111111,0.11111113,0.11111111,0.11111111
2008-01-31,0.111111194,0.44444382,0.111111194,0.11111136,0.111111194,0.111111246
2008-02-01,0.15727551,0.15727882,0.15727651,0.15727551,0.15727551,0.21361808
2008-02-04,0.16662571,0.16662571,0.16662571,0.166809,0.16662571,0.16668814
2008-02-05,0.15727551,0.15727882,0.15727651,0.15727551,0.15727551,0.21361808
2008-02-06,0.11111163,0.4444404,0.11111163,0.11111264,0.11111163,0.111111976
2008-02-07,0.15727551,0.15727882,0.15727651,0.15727551,0.15727551,0.21361808
2008-02-08,0.11111118,0.44444397,0.11111118,0.1111113,0.11111118,0.111111216
2008-02-11,0.09108695,0.09108695,0.09108695,0.09127171,0.54431766,0.09114987
2008-02-12,0.16666484,0.16666484,0.16666484,0.166673,0.16666484,0.16666763
2008-02-13,0.37499988,0.12500001,0.12500001,0.12500004,0.12500001,0.12500003
2008-02-14,0.11111111,0.44444445,0.11111111,0.11111111,0.11111111,0.11111111
2008-02-15,0.37500003,0.125,0.125,0.125,0.125,0.125
2008-02-19,0.15727551,0.15727882,0.15727651,0.15727551,0.15727551,0.21361808
2008-02-20,0.16666663,0.16666663,0.16666663,0.16666678,0.16666663,0.16666669
2008-02-21,0.37500003,0.125,0.125,0.125,0.125,0.125
2008-02-22,0.090909086,0.090909086,0.090909086,0.090909086,0.54545456,0.090909086
2008-02-25,0.37499997,0.125,0.125,0.12500001,0.125,0.125
2008-02-26,0.15727551,0.15727882,0.15727651,0.15727551,0.15727551,0.21361808
2008-02-27,0.15727551,0.15727882,0.15727651,0.15727551,0.15727551,0.21361808
2008-02-28,0.16666625,0.16666625,0.16666625,0.16666809,0.16666625,0.16666688
2008-02-29,0.16666399,0.16666399,0.16666399,0.16667594,0.16666399,0.16666807
2008-03-03,0.15727551,0.15727882,0.15727651,0.15727551,0.15727551,0.21361808
2008-03-04,0.16663958,0.16663958,0.16663958,0.1667608,0.16663958,0.16668087
2008-03-05,0.1666533,0.1666533,0.1666533,0.1667131,0.1666533,0.16667369
2008-03-06,0.16665368,0.16665368,0.16665368,0.16671176,0.16665368,0.16667348
2008-03-07,0.09100118,0.09100118,0.09100118,0.091096714,0.54486597,0.09103373
2008-03-10,0.11111111,0.44444445,0.11111111,0.11111111,0.11111111,0.11111111
2008-03-11,0.1666641,0.1666641,0.1666641,0.16667563,0.1666641,0.16666803
2008-03-12,0.09094115,0.09094115,0.09094115,0.090974376,0.5452497,0.09095247
2008-03-13,0.090913445,0.090913445,0.090913445,0.090917945,0.54542685,0.090914965
